age,attrition,businesstravel,dailyrate,department,distancefromhome,education,educationfield,employeenumber,environmentsatisfaction,gender,hourlyrate,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome,monthlyrate,numcompaniesworked,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,standardhours,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearssincelastpromotion,yearswithcurrmanager,datebirth,salary,remotework
51,yes,travel_frequently,1098.81,research & development,-16,4,,828,1,m,137.35125,1,3,manufacturing director,4,unknown,8875.0,23075.0,2,unknown,15,3.0,4,full time,0,18.0,2,3.0,4,0,3,1972,106500.0,false
25,no,non-travel,556.26,sales,28,3,life sciences,829,1,m,69.5325,2,2,sales executive,3,unknown,4492.8425,11681.39,2,unknown,18,3.0,4,part time,0,,3,3.0,2,2,2,1998,53914.11,false
38,no,travel_rarely,445.4,research & development,3,5,technical degree,830,4,f,55.675,3,2,research scientist,3,unknown,3597.5,9353.5,3,yes,20,4.0,2,full time,0,19.0,2,,3,2,2,1985,43170.0,false
30,no,travel_rarely,290.04,research & development,5,3,technical degree,831,4,f,36.255,3,1,research scientist,1,divorced,2342.59,6090.75,5,no,14,,4,part time,1,8.0,3,3.0,3,2,2,1993,28111.13,1
22,no,non-travel,290.04,research & development,-36,1,medical,832,36,m,36.255,3,1,research scientist,4,married,2342.59,6090.75,1,no,24,4.0,1,full time,2,2.0,6,3.0,2,2,2,2001,28111.08,1
27,no,non-travel,208.83,research & development,9,3,medical,833,4,m,26.1,3,1,research scientist,2,unknown,1686.67,4385.33,6,unknown,18,3.0,4,part time,1,,1,1.0,2,2,2,1996,20240.0,1
28,no,non-travel,290.04,research & development,21,3,medical,834,3,m,36.255,3,1,research scientist,4,married,2342.59,6090.75,1,no,11,3.0,3,part time,1,5.0,2,1.0,5,0,2,1995,28111.13,yes
27,no,non-travel,315.51,research & development,17,3,,835,3,m,39.43875,3,1,research scientist,2,unknown,2548.3333333333335,6625.67,0,unknown,16,3.0,4,full time,1,6.0,3,2.0,5,1,1,1996,30580.0,true
56,no,travel_rarely,290.04,research & development,8,3,life sciences,836,3,f,36.25,3,1,research scientist,1,divorced,2342.59,6090.75,4,unknown,18,3.0,3,part time,1,,3,,2,2,2,1967,28111.13,1
38,no,travel_rarely,290.04,research & development,9,2,,837,3,f,36.255,3,1,laboratory technician,4,single,2342.5941666666668,6090.75,1,unknown,12,,3,part time,0,,3,,2,2,1,1985,28111.13,1
31,no,travel_rarely,405.37,research & development,12,1,medical,838,3,f,50.67125,3,1,research scientist,4,unknown,3274.17,8512.83,8,unknown,23,4.0,3,full time,1,7.0,0,3.0,4,0,2,1992,39290.0,yes
34,no,travel_rarely,290.04,research & development,27,2,medical,839,4,f,36.255,3,1,research scientist,2,unknown,2342.59,6090.75,2,no,15,3.0,4,full time,0,9.0,3,3.0,3,1,2,1989,28111.08,true
50,no,non-travel,290.04,research & development,1,3,,840,3,m,36.255,2,1,laboratory technician,3,unknown,2342.59,6090.75,2,unknown,15,3.0,4,part time,1,,2,2.0,3,0,2,1973,28111.13,0
53,no,non-travel,556.26,research & development,13,2,,841,4,f,69.5325,4,2,manufacturing director,1,divorced,4492.84,11681.39,1,no,11,3.0,3,full time,2,5.0,3,3.0,4,1,3,1970,53914.08,false
35,no,travel_frequently,456.55,research & development,-24,3,medical,842,2,f,57.06875,3,2,laboratory technician,2,single,3687.5,9587.5,5,unknown,11,3.0,4,part time,0,,5,3.0,6,1,2,1988,44250.0,yes
27,no,travel_frequently,556.26,research & development,1,1,,843,3,m,69.5325,2,2,manufacturing director,1,married,4492.84,11681.39,5,unknown,19,3.0,3,part time,1,,1,3.0,2,2,0,1996,53914.11,0
40,no,non-travel,556.26,research & development,-38,2,,844,3,m,69.53,3,2,laboratory technician,4,married,4492.84,11681.39,8,unknown,15,3.0,3,part time,1,,2,4.0,7,3,7,1983,53914.11,true
22,no,non-travel,240.19,research & development,-22,3,life sciences,845,22,m,30.02375,4,1,research scientist,2,unknown,1940.0,5044.0,1,unknown,16,3.0,1,part time,1,4.0,2,2.0,4,2,2,2001,23280.0,0
40,no,non-travel,556.26,research & development,-10,5,life sciences,846,4,m,69.53,2,2,healthcare representative,4,unknown,4492.84,11681.39,9,no,14,3.0,4,part time,1,5.0,5,1.0,3,0,2,1983,53914.11,yes
46,no,non-travel,1032.49,research & development,1,4,,847,4,m,129.06125,3,3,healthcare representative,1,unknown,8339.32,21682.23,7,no,16,3.0,3,full time,1,17.0,3,3.0,4,0,3,1977,100071.84,1
30,yes,non-travel,274.13,research & development,3,3,technical degree,848,4,f,34.26625,3,1,research scientist,1,unknown,2214.17,5756.83,5,yes,11,3.0,3,full time,0,8.0,5,3.0,5,0,4,1993,26570.04,true
29,yes,non-travel,290.04,research & development,1,3,,849,3,m,36.255,3,1,research scientist,3,single,2342.59,6090.75,0,unknown,14,3.0,4,part time,0,,1,2.0,6,1,5,1994,28111.13,false
54,no,non-travel,612.86,sales,3,3,,850,4,f,76.61,3,2,sales executive,1,married,4950.0,12870.0,2,unknown,14,3.0,4,full time,1,16.0,4,3.0,6,0,5,1969,59400.0,0
33,no,travel_rarely,270.52,research & development,4,4,,851,3,f,33.82,2,1,research scientist,2,married,2185.0,5681.0,6,unknown,21,4.0,4,part time,0,,3,3.0,3,1,1,1990,26220.0,1
52,no,travel_rarely,331.4,research & development,2,3,,852,3,f,41.42,2,1,laboratory technician,4,single,2676.67,6959.33,7,unknown,15,3.0,2,full time,0,,3,2.0,2,2,2,1971,32120.0,true
59,no,travel_rarely,290.04,human resources,6,2,medical,853,2,m,36.255,3,1,human resources,3,married,2342.59,6090.75,8,unknown,17,3.0,4,part time,0,,2,2.0,2,2,2,1964,28111.13,false
32,yes,non-travel,290.04,research & development,1,3,,854,4,m,36.255,2,1,laboratory technician,3,single,2342.59,6090.75,0,unknown,14,3.0,4,full time,0,4.0,2,1.0,3,1,2,1991,28111.08,true
39,no,non-travel,290.04,research & development,-24,4,medical,855,24,f,36.25,3,1,laboratory technician,3,divorced,2342.59,6090.75,7,no,14,3.0,3,part time,3,7.0,1,3.0,3,1,2,1984,28111.13,0
32,no,non-travel,556.26,sales,26,4,marketing,856,3,m,69.53,3,2,sales executive,4,unknown,4492.84,11681.39,0,no,18,3.0,1,part time,0,4.0,2,3.0,3,2,2,1991,53914.11,true
31,no,non-travel,1032.49,research & development,3,4,medical,857,2,m,129.06125,3,3,research director,3,divorced,8339.32,21682.23,9,no,12,3.0,1,part time,1,,3,3.0,2,2,2,1992,100071.84,true
33,no,travel_rarely,300.34,research & development,5,4,life sciences,858,3,f,37.5425,2,1,research scientist,4,married,2425.83,6307.17,1,unknown,13,3.0,3,full time,1,2.0,2,2.0,2,0,2,1990,29110.0,yes
45,no,non-travel,556.26,research & development,-23,4,life sciences,859,1,m,69.5325,4,2,manufacturing director,3,unknown,4492.84,11681.39,4,unknown,17,3.0,4,full time,1,9.0,1,3.0,3,0,2,1978,53914.08,yes
42,no,non-travel,556.26,research & development,17,2,,860,4,f,69.53,4,2,research scientist,1,single,4492.8425,11681.39,3,yes,13,3.0,3,part time,0,,1,3.0,3,0,2,1981,53914.11,true
29,no,non-travel,715.1,sales,-19,2,marketing,861,4,m,89.39,3,2,sales executive,4,divorced,5775.833333333333,15017.17,2,no,14,3.0,4,full time,1,,2,3.0,3,0,2,1994,69310.0,0
25,no,travel_rarely,556.26,research & development,1,3,,862,1,f,69.5325,3,2,manufacturing director,3,married,4492.84,11681.39,0,no,12,3.0,4,full time,2,5.0,3,3.0,4,1,2,1998,53914.11,0
32,no,non-travel,224.51,research & development,2,1,,863,4,m,28.06375,2,2,laboratory technician,1,unknown,1813.33,4714.67,4,no,13,3.0,4,part time,0,9.0,5,3.0,6,0,4,1991,21760.0,0
28,no,travel_rarely,290.04,research & development,9,3,,864,4,m,36.255,3,1,research scientist,4,married,2342.5941666666668,6090.75,1,no,23,4.0,4,full time,1,,3,,5,0,4,1995,28111.13,1
21,no,travel_rarely,333.25,research & development,3,2,,865,4,m,41.65625,2,1,research scientist,3,single,2691.6666666666665,6998.33,1,no,17,3.0,1,full time,0,,4,4.0,3,1,0,2002,32300.0,0
37,no,non-travel,1032.49,research & development,1,4,medical,866,1,f,129.06,3,3,research director,4,divorced,8339.32,21682.23,2,yes,18,3.0,1,part time,2,,2,3.0,5,0,2,1986,100071.84,0
38,no,travel_rarely,556.26,research & development,23,4,life sciences,867,4,m,69.5325,3,2,healthcare representative,4,unknown,4492.84,11681.39,9,unknown,14,3.0,2,part time,1,,2,3.0,2,1,2,1985,53914.11,false
26,yes,travel_rarely,290.04,research & development,16,4,medical,868,1,m,36.255,3,1,laboratory technician,2,divorced,2342.59,6090.75,2,yes,13,3.0,4,part time,1,,2,3.0,3,0,2,1997,28111.13,false
49,no,non-travel,1925.75,research & development,10,4,life sciences,869,3,f,240.72,3,5,research director,1,single,15554.17,40440.83,9,yes,11,3.0,4,full time,0,,4,3.0,3,1,2,1974,186650.0,true
31,no,travel_frequently,287.75,sales,5,3,,870,4,f,35.96875,3,1,sales representative,2,divorced,2324.1666666666665,6042.83,1,unknown,11,3.0,3,part time,1,2.0,5,2.0,2,2,2,1992,27890.0,true
37,no,travel_frequently,290.04,research & development,9,3,medical,871,2,m,36.255,3,1,research scientist,4,married,2342.59,6090.75,1,unknown,12,3.0,3,part time,3,,3,2.0,4,1,2,1986,28111.13,0
31,no,travel_rarely,290.04,research & development,-11,4,,872,11,m,36.255,3,1,research scientist,4,married,2342.59,6090.75,0,unknown,12,3.0,3,part time,1,,4,3.0,5,0,3,1992,28111.13,1
31,no,travel_rarely,661.35,human resources,2,3,human resources,873,1,m,82.67,2,2,human resources,1,unknown,5341.67,13888.33,3,no,12,3.0,4,full time,0,,1,3.0,2,1,0,1992,64100.0,false
31,no,non-travel,290.04,research & development,2,4,,874,3,m,36.25,3,1,research scientist,4,unknown,2342.59,6090.75,0,unknown,18,3.0,2,part time,1,3.0,2,1.0,2,2,2,1992,28111.13,true
52,yes,non-travel,509.79,research & development,-17,4,medical,875,17,m,63.72375,2,2,research scientist,2,unknown,4117.5,10705.5,2,no,15,,1,part time,0,11.0,3,2.0,8,7,7,1971,49410.0,false
28,yes,non-travel,290.04,research & development,2,4,medical,876,1,m,36.255,1,1,research scientist,4,married,2342.59,6090.75,5,yes,13,3.0,4,full time,0,,4,2.0,3,2,2,1995,28111.08,true
47,no,travel_rarely,1973.98,research & development,5,5,,877,4,m,246.75,3,5,research director,3,married,15943.718333333332,41453.67,4,unknown,11,3.0,2,full time,1,21.0,2,3.0,3,1,1,1976,191324.62,false
29,no,non-travel,410.94,research & development,9,5,other,878,2,m,51.3675,2,1,laboratory technician,4,unknown,3319.17,8629.83,0,no,17,3.0,3,full time,0,4.0,2,,3,2,2,1994,39830.0,true
37,no,non-travel,654.85,research & development,5,2,medical,879,4,m,81.85625,3,2,manufacturing director,4,unknown,5289.17,13751.83,7,no,16,3.0,3,full time,2,8.0,2,2.0,6,0,4,1986,63470.04,yes
23,no,non-travel,299.62,research & development,26,1,,880,3,m,37.4525,3,1,research scientist,4,unknown,2420.0,6292.0,1,unknown,12,3.0,3,full time,2,,2,2.0,4,0,2,2000,29040.0,0
42,no,travel_rarely,278.16,human resources,2,1,,881,3,m,34.77,3,1,human resources,3,divorced,2246.67,5841.33,0,yes,11,3.0,3,full time,1,4.0,5,3.0,3,1,0,1981,26960.04,false
30,no,non-travel,556.26,sales,25,2,,882,4,f,69.5325,3,2,sales executive,3,unknown,4492.84,11681.39,7,unknown,12,3.0,2,full time,1,4.0,2,4.0,2,2,2,1993,53914.08,0
21,yes,non-travel,224.3,sales,-31,1,,883,1,f,28.04,2,1,sales representative,2,single,1811.6666666666667,4710.33,1,unknown,11,3.0,3,part time,0,3.0,3,3.0,3,1,2,2002,21740.0,yes
57,no,travel_rarely,696.94,research & development,1,4,medical,884,4,m,87.1175,3,2,healthcare representative,3,unknown,5629.17,14635.83,2,no,11,3.0,3,full time,0,,2,3.0,3,1,2,1966,67550.04000000001,1
21,no,non-travel,290.04,sales,9,2,,885,1,m,36.255,3,1,sales representative,4,single,2342.59,6090.75,1,unknown,24,4.0,3,full time,0,3.0,3,2.0,3,2,2,2002,28111.13,1
31,no,travel_rarely,274.13,research & development,9,4,life sciences,886,3,m,34.27,2,1,research scientist,2,unknown,2214.17,5756.83,0,unknown,16,3.0,4,part time,0,3.0,5,3.0,2,2,2,1992,26570.0,true
29,no,non-travel,290.04,research & development,-17,3,,887,17,m,36.25,3,1,research scientist,4,unknown,2342.59,6090.75,9,no,16,,4,part time,0,6.0,4,3.0,3,1,2,1994,28111.13,0
27,no,travel_rarely,290.04,research & development,1,2,,888,4,m,36.255,3,1,laboratory technician,2,unknown,2342.59,6090.75,1,no,11,3.0,2,part time,1,5.0,2,3.0,5,0,4,1996,28111.13,1
49,no,travel_rarely,1131.31,research & development,7,3,other,889,2,m,141.41,2,3,healthcare representative,3,single,9137.5,23757.5,8,no,24,4.0,3,full time,0,,2,3.0,5,0,0,1974,109650.0,yes
36,no,travel_rarely,262.37,research & development,2,3,,890,4,f,32.8,3,1,research scientist,3,married,2119.1666666666665,5509.83,4,no,13,3.0,2,part time,1,,3,3.0,2,2,2,1987,25430.0,yes
34,yes,non-travel,547.24,sales,19,3,marketing,891,1,m,68.4,4,2,sales executive,4,unknown,4420.0,11492.0,8,yes,13,3.0,2,part time,0,,3,2.0,5,0,4,1989,53040.0,1
24,no,non-travel,556.26,sales,10,4,marketing,892,4,f,69.5325,3,2,sales executive,3,divorced,4492.84,11681.39,1,yes,12,3.0,4,part time,1,,2,4.0,5,0,3,1999,53914.11,true
42,no,non-travel,290.04,research & development,1,4,,893,2,f,36.255,3,1,laboratory technician,1,unknown,2342.5941666666668,6090.75,3,no,16,3.0,2,part time,1,8.0,5,3.0,5,1,2,1981,28111.13,yes
54,no,non-travel,2002.21,research & development,5,2,medical,894,1,m,250.27625,3,5,research director,1,married,16171.67,42046.33,4,unknown,11,3.0,3,full time,1,24.0,4,2.0,4,1,2,1969,194060.0,0
34,no,non-travel,674.56,sales,4,4,,895,3,f,84.32,3,2,sales executive,3,married,5448.33,14165.67,9,no,15,3.0,1,full time,1,,3,3.0,3,1,2,1989,65380.0,1
43,no,non-travel,232.97,research & development,21,3,,896,4,m,29.12125,3,1,laboratory technician,4,unknown,1881.67,4892.33,7,unknown,20,4.0,1,full time,1,,1,3.0,3,1,2,1980,22580.04,true
43,no,travel_rarely,556.26,research & development,8,4,other,897,3,f,69.5325,3,2,healthcare representative,3,unknown,4492.84,11681.39,4,yes,14,3.0,4,part time,0,,3,3.0,5,0,2,1980,53914.11,1
31,no,travel_rarely,228.84,research & development,1,2,,898,4,m,28.605,2,1,laboratory technician,1,married,1848.3333333333333,4805.67,1,no,12,3.0,3,part time,1,4.0,3,,4,3,2,1992,22180.0,0
25,yes,travel_rarely,290.04,research & development,3,3,medical,899,1,m,36.255,3,1,laboratory technician,1,married,2342.59,6090.75,5,no,13,3.0,3,part time,1,6.0,5,,2,0,2,1998,28111.13,yes
45,no,non-travel,273.83,research & development,10,2,life sciences,900,1,m,34.22875,3,1,research scientist,4,married,2211.67,5750.33,3,no,21,,4,part time,2,8.0,3,2.0,2,0,2,1978,26540.0,1
52,no,travel_rarely,1582.77,unknown,4,2,life sciences,901,4,f,197.84625,3,4,manager,4,married,12783.92,33238.2,2,no,13,3.0,4,full time,0,31.0,2,1.0,5,1,4,1971,153407.07,false
34,yes,travel_frequently,290.04,sales,6,2,,902,4,f,36.255,1,1,sales representative,3,unknown,2342.5941666666668,6090.75,0,no,16,3.0,4,part time,1,3.0,3,2.0,2,1,0,1989,28111.13,true
26,no,travel_rarely,290.04,research & development,23,3,life sciences,903,1,f,36.255,3,1,research scientist,4,divorced,2342.59,6090.75,1,no,22,4.0,2,part time,2,,3,1.0,3,0,2,1997,28111.13,1
29,no,non-travel,1231.39,research & development,3,4,,904,2,m,153.92,2,3,research director,3,unknown,9945.83,25859.17,1,no,18,3.0,3,full time,0,,2,3.0,10,0,7,1994,119350.0,yes
29,yes,non-travel,262.68,research & development,25,5,technical degree,905,3,f,32.835,2,1,research scientist,2,married,2121.6666666666665,5516.33,5,no,16,3.0,2,part time,0,6.0,2,4.0,2,1,1,1994,25460.0,0
46,no,non-travel,1842.8,research & development,2,3,life sciences,906,1,m,230.35,3,4,research director,3,married,14884.166666666666,38698.83,6,no,13,3.0,3,full time,0,,2,1.0,3,0,1,1977,178610.0,0
46,no,non-travel,1032.49,sales,10,3,marketing,907,3,f,129.06125,2,3,sales executive,4,unknown,8339.32,21682.23,2,unknown,19,3.0,3,full time,1,15.0,3,3.0,3,1,2,1977,100071.84,0
30,no,travel_rarely,290.04,sales,7,1,marketing,908,4,m,36.255,3,1,sales representative,2,single,2342.5941666666668,6090.75,0,unknown,14,3.0,1,part time,0,,3,3.0,3,1,2,1993,28111.13,true
34,yes,travel_frequently,1032.49,human resources,23,3,,909,2,f,129.06,3,3,human resources,1,divorced,8339.32,21682.23,9,yes,15,3.0,3,part time,3,,2,3.0,3,0,2,1989,100071.84,false
42,no,non-travel,290.04,research & development,5,2,other,910,2,m,36.25,3,1,laboratory technician,3,married,2342.59,6090.75,4,no,17,3.0,4,part time,1,,4,,2,2,0,1981,28111.13,yes
22,yes,non-travel,401.76,research & development,-25,1,technical degree,911,3,m,50.22,2,1,laboratory technician,3,single,3245.0,8437.0,5,no,16,3.0,3,full time,0,4.0,3,3.0,2,1,2,2001,38940.0,1
29,no,travel_rarely,439.73,research & development,19,3,technical degree,912,4,m,54.96625,3,2,manufacturing director,4,divorced,3551.6666666666665,9234.33,4,no,12,3.0,2,part time,2,8.0,2,4.0,3,1,2,1994,42620.0,yes
46,no,travel_frequently,1086.12,research & development,18,1,medical,913,1,f,135.765,3,3,healthcare representative,3,married,8772.5,22808.5,5,no,11,3.0,4,full time,0,,3,2.0,2,1,2,1977,105270.0,1
32,yes,non-travel,556.26,sales,11,4,other,914,4,m,69.5325,4,2,sales executive,3,unknown,4492.8425,11681.39,8,unknown,12,3.0,4,part time,0,,2,3.0,4,1,2,1991,53914.11,1
24,no,non-travel,247.62,sales,24,3,medical,915,4,m,30.9525,3,1,sales representative,4,unknown,2000.0,5200.0,0,no,13,3.0,3,full time,2,3.0,3,3.0,2,2,1,1999,24000.0,0
35,no,travel_rarely,379.79,research & development,25,2,,916,1,m,47.47375,2,2,laboratory technician,4,single,3067.5,7975.5,4,no,14,3.0,4,part time,0,,3,3.0,3,0,2,1988,36810.0,false
42,no,non-travel,556.26,research & development,2,4,life sciences,917,3,f,69.5325,3,2,healthcare representative,4,married,4492.84,11681.39,1,no,13,3.0,2,part time,2,10.0,4,3.0,10,2,2,1981,53914.11,1
48,no,travel_rarely,1582.77,unknown,1,4,,918,4,f,197.85,2,4,manager,1,married,12783.9225,33238.2,7,no,11,3.0,1,full time,1,21.0,3,1.0,3,0,2,1975,153407.07,1
44,no,travel_rarely,556.26,human resources,1,4,,919,1,f,69.5325,2,2,human resources,3,unknown,4492.84,11681.39,4,no,11,,2,part time,0,10.0,1,4.0,2,0,2,1979,53914.11,true
34,no,non-travel,290.04,sales,14,3,,920,3,f,36.25,3,1,sales representative,3,unknown,2342.59,6090.75,1,yes,18,3.0,4,part time,2,8.0,3,3.0,8,0,6,1989,28111.13,true
21,no,non-travel,355.64,sales,22,1,technical degree,921,3,m,44.455,3,1,sales representative,3,unknown,2872.5,7468.5,1,unknown,11,,3,full time,0,,2,3.0,3,1,2,2002,34470.0,true
44,no,travel_rarely,2013.25,unknown,3,4,,922,4,m,251.65625,3,5,manager,4,unknown,16260.83,42278.17,4,unknown,12,3.0,1,full time,1,26.0,2,4.0,2,0,1,1979,195129.96,yes
22,no,travel_rarely,290.04,research & development,6,1,medical,923,1,m,36.255,3,1,research scientist,3,married,2342.59,6090.75,0,unknown,20,4.0,4,part time,0,,3,3.0,2,2,2,2001,28111.13,true
26,no,travel_rarely,274.34,research & development,6,3,,924,3,f,34.2925,3,1,laboratory technician,4,unknown,2215.83,5761.17,1,yes,13,,3,full time,1,,2,3.0,3,0,2,1997,26589.96,0
36,no,non-travel,912.79,research & development,9,2,medical,925,2,m,114.09875,2,2,manufacturing director,2,unknown,7372.5,19168.5,2,yes,11,3.0,3,full time,1,13.0,2,3.0,3,0,2,1987,88470.0,1
27,no,non-travel,210.99,research & development,3,4,medical,926,1,m,26.37,2,1,research scientist,4,single,1704.1666666666667,4430.83,0,unknown,13,3.0,4,part time,0,5.0,0,3.0,4,1,1,1996,20450.0,true
23,no,travel_rarely,290.04,research & development,4,3,,927,1,m,36.255,4,1,research scientist,1,unknown,2342.59,6090.75,2,unknown,16,3.0,1,part time,1,5.0,3,4.0,3,0,2,2000,28111.13,false
25,no,non-travel,500.5,sales,8,3,life sciences,928,4,m,62.5625,4,2,sales executive,2,unknown,4042.5,10510.5,0,no,22,4.0,3,part time,1,4.0,4,3.0,3,1,2,1998,48510.0,0
48,no,non-travel,837.78,sales,-14,1,,929,14,m,104.72,4,2,sales executive,2,married,6766.666666666667,17593.33,3,unknown,12,3.0,4,full time,0,,3,3.0,2,2,2,1975,81200.0,yes
24,yes,travel_rarely,472.23,sales,3,2,life sciences,930,1,f,59.03,3,2,sales executive,3,single,3814.17,9916.83,9,no,14,3.0,1,part time,0,,3,3.0,2,2,0,1999,45770.0,yes
60,no,travel_rarely,557.66,sales,16,4,,931,1,m,69.7075,3,2,sales executive,1,single,4504.166666666667,11710.83,8,no,14,3.0,4,full time,0,10.0,1,3.0,2,2,2,1963,54050.0,0
50,no,non-travel,290.04,sales,8,4,marketing,932,4,m,36.25,3,1,sales representative,2,married,2342.59,6090.75,7,no,15,3.0,4,part time,1,4.0,2,3.0,2,2,2,1973,28111.13,true
44,no,non-travel,382.57,research & development,24,3,,933,1,m,47.82,1,1,laboratory technician,3,single,3090.0,8034.0,2,unknown,14,3.0,3,full time,0,9.0,5,3.0,5,1,4,1979,37080.0,0
47,no,travel_frequently,1420.71,sales,3,3,,934,4,f,177.58875,3,4,sales executive,3,divorced,11475.0,29835.0,9,yes,12,3.0,4,full time,2,28.0,2,2.0,22,11,13,1976,137700.0,yes
42,yes,non-travel,290.04,research & development,19,3,,935,3,m,36.255,4,1,research scientist,3,divorced,2342.59,6090.75,6,unknown,12,3.0,4,part time,0,,2,3.0,2,2,2,1981,28111.13,1
43,no,travel_frequently,556.26,sales,15,3,life sciences,936,4,m,69.5325,2,2,sales executive,4,married,4492.84,11681.39,3,unknown,18,,3,part time,1,7.0,5,3.0,2,2,2,1980,53914.11,true
40,no,non-travel,290.04,research & development,2,1,,937,4,f,36.255,2,1,research scientist,4,single,2342.59,6090.75,0,unknown,20,4.0,4,part time,0,5.0,2,2.0,4,2,3,1983,28111.13,0
29,no,non-travel,236.99,sales,10,3,,938,4,m,29.62375,3,1,sales representative,2,unknown,1914.17,4976.83,1,no,14,3.0,4,full time,2,,2,3.0,2,2,2,1994,22970.04,0
53,no,non-travel,252.78,research & development,6,3,,939,4,m,31.5975,3,2,laboratory technician,4,single,2041.67,5308.33,2,unknown,17,3.0,4,part time,0,19.0,4,3.0,2,2,2,1970,24500.0,false
23,no,travel_rarely,290.04,research & development,-12,1,medical,940,1,m,36.255,4,1,research scientist,3,single,2342.59,6090.75,1,unknown,18,3.0,4,part time,0,,3,3.0,2,0,2,2000,28111.13,0
55,yes,non-travel,1973.98,unknown,2,3,medical,941,4,m,246.7475,3,5,manager,1,unknown,15943.72,41453.67,5,yes,13,3.0,4,full time,1,24.0,2,3.0,5,1,4,1968,191324.63999999998,false
26,no,travel_frequently,290.04,research & development,1,2,life sciences,942,1,f,36.25,1,1,laboratory technician,4,unknown,2342.59,6090.75,3,no,14,3.0,1,part time,1,,2,3.0,2,2,0,1997,28111.13,1
34,no,travel_rarely,290.04,research & development,1,4,,943,2,f,36.255,4,1,research scientist,4,single,2342.59,6090.75,2,no,16,3.0,3,full time,0,,2,3.0,4,1,3,1989,28111.08,false
27,no,non-travel,447.98,sales,8,1,marketing,944,3,m,55.9975,3,2,sales executive,4,married,3618.33,9407.67,0,unknown,19,3.0,2,part time,1,5.0,3,3.0,4,1,1,1996,43420.0,yes
35,no,travel_rarely,265.37,sales,8,4,,945,1,f,33.17125,3,1,sales representative,4,unknown,2143.33,5572.67,1,no,16,3.0,2,full time,1,3.0,1,2.0,3,0,2,1988,25719.96,true
30,no,travel_rarely,290.04,research & development,-18,3,,946,4,m,36.25,1,1,laboratory technician,3,married,2342.59,6090.75,3,no,21,,3,part time,2,7.0,2,3.0,2,0,2,1993,28111.13,yes
34,no,non-travel,670.63,sales,8,2,,947,3,f,83.82875,3,2,sales executive,1,unknown,5416.67,14083.33,5,no,17,3.0,2,full time,1,,1,3.0,3,1,2,1989,65000.04,1
52,no,travel_rarely,324.9,research & development,-25,4,life sciences,948,25,f,40.61,3,2,laboratory technician,3,unknown,2624.17,6822.83,8,unknown,20,4.0,2,part time,1,9.0,3,3.0,5,1,4,1971,31490.0,yes
33,yes,travel_rarely,549.3,sales,16,3,marketing,949,1,f,68.6625,3,2,sales executive,1,single,4436.67,11535.33,5,unknown,15,3.0,3,part time,0,,3,3.0,3,0,2,1990,53240.0,false
35,no,travel_rarely,290.04,research & development,-20,4,,950,20,f,36.25,4,1,research scientist,3,single,2342.5941666666668,6090.75,3,no,13,3.0,3,part time,0,7.0,0,3.0,2,2,2,1988,28111.13,false
28,yes,non-travel,452.11,research & development,2,4,,951,3,m,56.51375,3,1,research scientist,3,single,3651.67,9494.33,6,no,17,3.0,4,full time,0,5.0,3,2.0,2,2,1,1995,43820.0,1
36,no,travel_rarely,290.04,human resources,13,3,human resources,952,3,m,36.25,3,1,human resources,2,married,2342.59,6090.75,4,unknown,13,3.0,2,part time,1,,2,3.0,5,0,4,1987,28111.13,1
34,no,travel_frequently,263.4,research & development,16,4,,953,3,f,32.93,2,1,research scientist,4,single,2127.5,5531.5,1,no,16,3.0,3,part time,0,6.0,3,3.0,5,1,3,1989,25530.0,true
34,no,non-travel,290.04,human resources,3,2,,954,3,m,36.255,3,1,human resources,4,unknown,2342.59,6090.75,0,unknown,19,3.0,3,full time,1,4.0,1,1.0,3,0,2,1989,28111.08,false
44,no,travel_rarely,612.13,research & development,4,3,,955,4,m,76.52,3,2,healthcare representative,2,single,4944.17,12854.83,9,unknown,12,3.0,4,full time,0,10.0,2,2.0,5,2,3,1979,59330.0,yes
32,no,non-travel,454.28,sales,13,4,life sciences,956,2,m,56.785,3,2,sales executive,4,divorced,3669.1666666666665,9539.83,2,unknown,11,3.0,3,part time,1,8.0,3,2.0,5,0,3,1991,44030.0,true
53,no,non-travel,1128.11,sales,7,2,,957,1,f,141.01,2,3,sales executive,4,married,9111.67,23690.33,7,yes,18,3.0,4,full time,1,35.0,3,3.0,5,0,4,1970,109340.0,0
22,no,non-travel,556.26,research & development,1,2,life sciences,958,4,m,69.5325,2,2,manufacturing director,4,unknown,4492.84,11681.39,6,unknown,22,4.0,1,part time,2,4.0,2,1.0,2,2,2,2001,53914.11,0
44,no,travel_rarely,290.04,research & development,8,4,life sciences,959,1,m,36.255,4,1,laboratory technician,4,unknown,2342.59,6090.75,2,yes,24,4.0,3,part time,1,10.0,2,2.0,3,0,2,1979,28111.13,false
35,yes,travel_frequently,208.62,research & development,25,4,life sciences,960,4,f,26.0775,3,1,research scientist,2,divorced,1685.0,4381.0,1,unknown,19,3.0,1,part time,1,10.0,3,2.0,10,7,8,1988,20220.0,true
25,no,non-travel,439.11,sales,4,1,,961,3,m,54.88875,2,2,sales executive,1,unknown,3546.67,9221.33,1,no,12,3.0,1,part time,0,5.0,1,4.0,5,0,3,1998,42560.0,0
